Original label: climbing_hold, Prediction: dasani, Confidence: 0.137
Original label: glue, Prediction: dasani, Confidence: 0.173
Original label: glue, Prediction: dasani, Confidence: 0.253
Original label: spray_bottle, Prediction: toothpaste, Confidence: 0.184
Original label: spray_bottle, Prediction: zoink, Confidence: 0.178
Original label: spray_bottle, Prediction: zoink, Confidence: 0.139
Original label: spray_bottle, Prediction: dasani, Confidence: 0.155
Original label: spray_bottle, Prediction: toothpaste, Confidence: 0.189
Original label: spray_bottle, Prediction: zoink, Confidence: 0.151
Original label: spray_bottle, Prediction: zoink, Confidence: 0.161
Original label: spray_bottle, Prediction: zoink, Confidence: 0.163
Original label: spray_bottle, Prediction: zoink, Confidence: 0.172
Original label: spray_bottle, Prediction: dasani, Confidence: 0.167
Original label: spray_bottle, Prediction: toothpaste, Confidence: 0.143
Original label: spray_bottle, Prediction: zoink, Confidence: 0.152
Original label: spray_bottle, Prediction: toothpaste, Confidence: 0.189
Original label: spray_bottle, Prediction: zoink, Confidence: 0.161
Original label: spray_bottle, Prediction: toothpaste, Confidence: 0.170
Original label: spray_bottle, Prediction: dasani, Confidence: 0.176
Original label: spray_bottle, Prediction: toothpaste, Confidence: 0.151
Original label: spray_bottle, Prediction: wipes, Confidence: 0.182
Original label: spray_bottle, Prediction: dasani, Confidence: 0.162
Original label: spray_bottle, Prediction: dasani, Confidence: 0.202
Original label: toothbrushes, Prediction: toothpaste, Confidence: 0.188
Original label: toothbrushes, Prediction: dasani, Confidence: 0.191
Original label: toothbrushes, Prediction: dasani, Confidence: 0.192
Original label: toothbrushes, Prediction: dasani, Confidence: 0.227
Original label: toothbrushes, Prediction: zoink, Confidence: 0.229
Original label: toothbrushes, Prediction: dasani, Confidence: 0.176
Original label: toothbrushes, Prediction: dasani, Confidence: 0.199
Original label: toothbrushes, Prediction: dasani, Confidence: 0.246
Original label: toothbrushes, Prediction: dasani, Confidence: 0.192
Original label: toothbrushes, Prediction: dasani, Confidence: 0.218
Original label: toothbrushes, Prediction: dasani, Confidence: 0.192
Original label: toothbrushes, Prediction: dasani, Confidence: 0.191
Original label: toothbrushes, Prediction: zoink, Confidence: 0.209
Original label: toothbrushes, Prediction: toothpaste, Confidence: 0.201
Original label: toothbrushes, Prediction: dasani, Confidence: 0.228
Original label: toothbrushes, Prediction: dasani, Confidence: 0.193
Original label: toothbrushes, Prediction: dasani, Confidence: 0.206
Original label: toothbrushes, Prediction: toothpaste, Confidence: 0.187
Original label: toothpaste, Prediction: dasani, Confidence: 0.151
Original label: toothpaste, Prediction: zoink, Confidence: 0.159
Original label: toothpaste, Prediction: toothbrushes, Confidence: 0.172
Original label: toothpaste, Prediction: toothbrushes, Confidence: 0.172
Original label: toothpaste, Prediction: spray_bottle, Confidence: 0.159
Original label: toothpaste, Prediction: zoink, Confidence: 0.152
Original label: toothpaste, Prediction: zoink, Confidence: 0.231
Original label: toothpaste, Prediction: dasani, Confidence: 0.153
Original label: toothpaste, Prediction: toothbrushes, Confidence: 0.171
Original label: toothpaste, Prediction: toothbrushes, Confidence: 0.172
Original label: toothpaste, Prediction: wipes, Confidence: 0.180
Original label: toothpaste, Prediction: dasani, Confidence: 0.181
Original label: toothpaste, Prediction: toothbrushes, Confidence: 0.172
Original label: toothpaste, Prediction: zoink, Confidence: 0.169
Original label: toothpaste, Prediction: zoink, Confidence: 0.177
Original label: toothpaste, Prediction: zoink, Confidence: 0.186
Original label: toothpaste, Prediction: toothbrushes, Confidence: 0.154
Original label: watermelon, Prediction: zoink, Confidence: 0.205
Original label: watermelon, Prediction: zoink, Confidence: 0.162
Original label: watermelon, Prediction: zoink, Confidence: 0.192
Original label: watermelon, Prediction: zoink, Confidence: 0.212
Original label: watermelon, Prediction: dasani, Confidence: 0.177
Original label: watermelon, Prediction: dasani, Confidence: 0.177
Original label: watermelon, Prediction: zoink, Confidence: 0.201
Original label: watermelon, Prediction: zoink, Confidence: 0.157
Original label: watermelon, Prediction: zoink, Confidence: 0.198
Original label: watermelon, Prediction: zoink, Confidence: 0.178
Original label: watermelon, Prediction: zoink, Confidence: 0.205
Original label: watermelon, Prediction: zoink, Confidence: 0.193
Original label: watermelon, Prediction: toothbrushes, Confidence: 0.165
Original label: watermelon, Prediction: zoink, Confidence: 0.197
Original label: watermelon, Prediction: zoink, Confidence: 0.187
Original label: watermelon, Prediction: dasani, Confidence: 0.164
Original label: watermelon, Prediction: zoink, Confidence: 0.175
Original label: watermelon, Prediction: zoink, Confidence: 0.183
Original label: watermelon, Prediction: dasani, Confidence: 0.195
Original label: watermelon, Prediction: zoink, Confidence: 0.182
Original label: wipes, Prediction: spray_bottle, Confidence: 0.143
Original label: wipes, Prediction: zoink, Confidence: 0.166
Original label: wipes, Prediction: dasani, Confidence: 0.238
Original label: wipes, Prediction: dasani, Confidence: 0.241
Original label: wipes, Prediction: dasani, Confidence: 0.197
Original label: wipes, Prediction: zoink, Confidence: 0.152
Original label: wipes, Prediction: dasani, Confidence: 0.168
Original label: wipes, Prediction: dasani, Confidence: 0.217
Original label: wipes, Prediction: dasani, Confidence: 0.211
Original label: wipes, Prediction: toothbrushes, Confidence: 0.197
Original label: wipes, Prediction: dasani, Confidence: 0.213
Original label: wipes, Prediction: dasani, Confidence: 0.186
Original label: zoink, Prediction: dasani, Confidence: 0.199
Original label: zoink, Prediction: dasani, Confidence: 0.147
Original label: zoink, Prediction: dasani, Confidence: 0.147
Original label: zoink, Prediction: dasani, Confidence: 0.216
Original label: zoink, Prediction: climbing_hold, Confidence: 0.144
Original label: zoink, Prediction: dasani, Confidence: 0.204
